FECHA,ANO,MES,DIA,HORA,DIA_SEMANA,ESTACION,SO2,CO,NO2,PM2.5,PM10,O3,BTX,TEMPERATURA,HUMEDAD,ICA_SO2,ICA_PM10,ICA_O3,ICA_NO2,ICA
2019-01-01 05:00:00,2019.0,1.0,1.0,5,Martes,8.0,10.0,0.4,50.0,14.0,19.0,11.88,2.6,4.7,50.0,8.0,38.0,9.9,125.0,45.22
2019-01-01 06:00:00,2019.0,1.0,1.0,6,Martes,8.0,8.0,0.4,55.0,12.0,16.0,7.97,2.2,3.2,55.0,6.4,32.0,6.64,137.5,45.64
2019-01-01 07:00:00,2019.0,1.0,1.0,7,Martes,8.0,10.0,0.4,56.0,14.0,18.0,9.32,2.5,4.0,51.0,8.0,36.0,7.77,140.0,47.94
2019-01-01 08:00:00,2019.0,1.0,1.0,8,Martes,8.0,11.0,0.4,58.0,12.0,15.0,8.78,2.4000000000000004,3.9,52.0,8.8,30.0,7.32,145.0,47.78
2019-01-01 09:00:00,2019.0,1.0,1.0,9,Martes,8.0,12.0,0.4,51.0,11.0,16.0,17.29,2.9000000000000004,4.3,49.0,9.6,32.0,14.41,127.5,45.88
2019-01-01 10:00:00,2019.0,1.0,1.0,10,Martes,8.0,13.0,0.4,41.0,10.0,13.0,27.47,1.6,5.9,44.0,10.4,26.0,22.89,102.5,40.45
2019-01-01 11:00:00,2019.0,1.0,1.0,11,Martes,8.0,15.0,0.4,43.0,6.0,9.0,31.95,1.5,8.4,38.0,12.0,18.0,26.62,107.5,41.03
2019-01-01 12:00:00,2019.0,1.0,1.0,12,Martes,8.0,11.0,0.4,45.0,7.0,12.0,34.52,1.6,11.5,33.0,8.8,24.0,28.77,112.5,43.52
2019-01-01 13:00:00,2019.0,1.0,1.0,13,Martes,8.0,14.0,0.4,59.0,14.0,21.0,27.48,2.2,13.2,33.0,11.2,42.0,22.9,147.5,55.9
2019-01-01 14:00:00,2019.0,1.0,1.0,14,Martes,8.0,11.0,0.4,56.0,17.0,25.0,30.57,2.6,15.1,31.0,8.8,50.0,25.48,140.0,56.07
2019-01-01 15:00:00,2019.0,1.0,1.0,15,Martes,8.0,10.0,0.4,57.0,15.0,23.0,30.85,2.3000000000000003,15.5,30.0,8.0,46.0,25.71,142.5,55.55
2019-01-01 16:00:00,2019.0,1.0,1.0,16,Martes,8.0,9.0,0.4,61.0,17.0,26.0,27.66,2.4000000000000004,15.2,31.0,7.2,52.0,23.05,152.5,58.69
2019-01-01 17:00:00,2019.0,1.0,1.0,17,Martes,8.0,8.0,0.4,72.0,17.0,31.0,18.55,2.1,12.3,37.0,6.4,62.0,15.46,180.0,65.96
2019-01-02 04:00:00,2019.0,1.0,2.0,4,Miercoles,8.0,13.0,0.4,50.0,16.0,20.0,6.69,2.7,3.7,65.0,10.4,40.0,5.58,125.0,45.24
2019-01-02 05:00:00,2019.0,1.0,2.0,5,Miercoles,8.0,10.0,0.4,51.0,13.0,17.0,6.4,2.6,2.4,71.0,8.0,34.0,5.33,127.5,43.71
2019-01-02 06:00:00,2019.0,1.0,2.0,6,Miercoles,8.0,9.0,0.4,56.0,17.0,23.0,4.99,2.7,1.2,76.0,7.2,46.0,4.16,140.0,49.34
2019-01-02 11:00:00,2019.0,1.0,2.0,11,Miercoles,8.0,16.0,0.2965504431353818,69.0,12.0,22.0,19.19,5.1000000000000005,6.8,49.0,12.8,44.0,15.99,172.5,61.32
2019-01-02 12:00:00,2019.0,1.0,2.0,12,Miercoles,8.0,15.0,0.3,75.0,17.0,27.0,21.01,5.6000000000000005,9.4,41.0,12.0,54.0,17.51,187.5,67.75
2019-01-02 13:00:00,2019.0,1.0,2.0,13,Miercoles,8.0,17.0,0.4,88.0,19.0,36.0,19.64,6.699999999999999,12.0,36.0,13.6,72.0,16.37,220.0,80.49
2019-01-02 16:00:00,2019.0,1.0,2.0,16,Miercoles,8.0,11.0,0.4,92.0,16.0,31.0,14.52,6.500000000000001,15.7,28.0,8.8,62.0,12.1,230.0,78.22
2019-01-02 23:00:00,2019.0,1.0,2.0,23,Miercoles,8.0,13.0,0.3,69.0,12.0,19.0,10.3,5.3,7.5,47.0,10.4,38.0,8.58,172.5,57.37
2019-01-03 00:00:00,2019.0,1.0,3.0,0,Jueves,8.0,10.0,0.1,34.0,7.0,13.0,36.68,2.8999999999999995,7.3,47.0,8.0,26.0,30.57,85.0,37.39
2019-01-03 01:00:00,2019.0,1.0,3.0,1,Jueves,8.0,9.0,0.1,25.0,5.0,9.0,43.36,1.7,6.9,48.0,7.2,18.0,36.13,62.5,30.96
2019-01-03 02:00:00,2019.0,1.0,3.0,2,Jueves,8.0,9.0,0.1,23.0,5.0,8.0,43.35,1.4,6.2,51.0,7.2,16.0,36.12,57.5,29.2
2019-01-03 03:00:00,2019.0,1.0,3.0,3,Jueves,8.0,9.0,0.1,22.0,7.0,9.0,44.12,1.4,5.9,50.0,7.2,18.0,36.77,55.0,29.24
2019-01-03 04:00:00,2019.0,1.0,3.0,4,Jueves,8.0,9.0,0.1,26.0,5.0,12.0,42.76,1.5,5.6,47.0,7.2,24.0,35.63,65.0,32.96
2019-01-03 05:00:00,2019.0,1.0,3.0,5,Jueves,8.0,8.0,0.1,29.0,2.0,5.0,40.51,1.5,5.0,46.0,6.4,10.0,33.76,72.5,30.66
2019-01-03 06:00:00,2019.0,1.0,3.0,6,Jueves,8.0,8.0,0.1,46.0,6.0,9.0,23.8,1.3000000000000005,4.3,49.0,6.4,18.0,19.83,115.0,39.81
2019-01-03 07:00:00,2019.0,1.0,3.0,7,Jueves,8.0,12.0,0.2,74.0,7.0,11.0,8.98,2.4000000000000004,4.5,49.0,9.6,22.0,7.48,185.0,56.02
2019-01-03 08:00:00,2019.0,1.0,3.0,8,Jueves,8.0,14.0,0.3,93.0,14.0,20.0,6.18,4.5,4.7,44.0,11.2,40.0,5.15,232.5,72.21
2019-01-03 10:00:00,2019.0,1.0,3.0,10,Jueves,8.0,15.0,0.4,85.0,12.0,25.0,13.42,6.7,6.4,42.0,12.0,50.0,11.18,212.5,71.42
2019-01-03 11:00:00,2019.0,1.0,3.0,11,Jueves,8.0,13.0,0.2,70.0,10.0,20.0,23.32,4.8,7.8,39.0,10.4,40.0,19.43,175.0,61.21
2019-01-03 12:00:00,2019.0,1.0,3.0,12,Jueves,8.0,12.0,0.2,63.0,10.0,20.0,32.04,4.8,11.2,33.0,9.6,40.0,26.7,157.5,58.45
2019-01-03 13:00:00,2019.0,1.0,3.0,13,Jueves,8.0,10.0,0.2,67.0,11.0,22.0,32.53,3.8,13.2,30.0,8.0,44.0,27.11,167.5,61.65
2019-01-03 14:00:00,2019.0,1.0,3.0,14,Jueves,8.0,9.0,0.1,57.0,11.0,26.0,40.46,3.1,14.6,28.0,7.2,52.0,33.72,142.5,58.86
2019-01-03 15:00:00,2019.0,1.0,3.0,15,Jueves,8.0,9.0,0.1,59.0,12.0,24.0,39.97,2.6,15.2,27.0,7.2,48.0,33.31,147.5,59.0
2019-01-03 16:00:00,2019.0,1.0,3.0,16,Jueves,8.0,9.0,0.1,64.0,13.0,26.0,37.67,2.7,14.4,27.0,7.2,52.0,31.39,160.0,62.65
2019-01-03 17:00:00,2019.0,1.0,3.0,17,Jueves,8.0,9.0,0.2,87.0,6.0,21.0,14.16,4.2,12.2,32.0,7.2,42.0,11.8,217.5,69.62
2019-01-04 00:00:00,2019.0,1.0,4.0,0,Viernes,8.0,11.0,0.2,66.0,13.0,22.0,11.11,5.3,6.3,53.0,8.8,44.0,9.26,165.0,56.76
2019-01-04 01:00:00,2019.0,1.0,4.0,1,Viernes,8.0,12.0,0.2,57.0,11.0,16.0,12.74,3.5,5.7,56.0,9.6,32.0,10.62,142.5,48.68
2019-01-04 02:00:00,2019.0,1.0,4.0,2,Viernes,8.0,11.0,0.1,47.0,12.0,18.0,18.78,3.3,5.4,57.0,8.8,36.0,15.65,117.5,44.49
2019-01-04 03:00:00,2019.0,1.0,4.0,3,Viernes,8.0,10.0,0.1,43.0,10.0,16.0,20.38,2.6,5.2,57.0,8.0,32.0,16.98,107.5,41.12
2019-01-04 04:00:00,2019.0,1.0,4.0,4,Viernes,8.0,9.0,0.1,40.0,8.0,13.0,22.63,2.3000000000000003,4.6,58.0,7.2,26.0,18.86,100.0,38.02
2019-01-04 05:00:00,2019.0,1.0,4.0,5,Viernes,8.0,9.0,0.1,37.0,8.0,13.0,23.32,2.0,3.6,62.0,7.2,26.0,19.43,92.5,36.28
2019-01-04 06:00:00,2019.0,1.0,4.0,6,Viernes,8.0,9.0,0.1,49.0,10.0,15.0,13.85,2.0,3.2,62.0,7.2,30.0,11.54,122.5,42.81
2019-01-04 07:00:00,2019.0,1.0,4.0,7,Viernes,8.0,10.0,0.2,69.0,9.0,15.0,6.3,2.4000000000000004,3.0,62.0,8.0,30.0,5.25,172.5,53.94
2019-01-04 08:00:00,2019.0,1.0,4.0,8,Viernes,8.0,11.0,0.4,85.0,8.0,22.0,5.2,4.300000000000001,2.2,67.0,8.8,44.0,4.33,212.5,67.41
2019-01-05 03:00:00,2019.0,1.0,5.0,3,Sabado,8.0,9.0,0.2,68.0,13.0,21.0,5.27,4.0,3.0,61.0,7.2,42.0,4.39,170.0,55.9
2019-01-05 04:00:00,2019.0,1.0,5.0,4,Sabado,8.0,9.0,0.3,67.0,13.0,22.0,5.2,4.3,1.8,67.0,7.2,44.0,4.33,167.5,55.76
2019-01-05 05:00:00,2019.0,1.0,5.0,5,Sabado,8.0,9.0,0.3,66.0,12.0,23.0,5.01,4.5,1.1,69.0,7.2,46.0,4.18,165.0,55.6
2019-01-05 06:00:00,2019.0,1.0,5.0,6,Sabado,8.0,9.0,0.2,56.0,13.0,22.0,11.69,4.1,2.8,53.0,7.2,44.0,9.74,140.0,50.24
2019-01-05 07:00:00,2019.0,1.0,5.0,7,Sabado,8.0,9.0,0.1,60.0,12.0,19.0,7.72,2.8999999999999995,1.6,58.0,7.2,38.0,6.43,150.0,50.41
2019-01-05 08:00:00,2019.0,1.0,5.0,8,Sabado,8.0,9.0,0.2,70.0,10.0,20.0,5.45,3.3,1.0,59.0,7.2,40.0,4.54,175.0,56.68
2019-01-05 09:00:00,2019.0,1.0,5.0,9,Sabado,8.0,10.0,0.2,69.0,12.0,29.0,7.2,3.2,1.3,62.0,8.0,58.0,6.0,172.5,61.12
2019-01-05 12:00:00,2019.0,1.0,5.0,12,Sabado,8.0,12.0,0.3,73.0,21.0,33.0,19.52,4.6000000000000005,9.4,37.0,9.6,66.0,16.27,182.5,68.59
2019-01-06 08:00:00,2019.0,1.0,6.0,8,Domingo,8.0,12.0,0.3,70.0,19.0,28.0,5.02,5.6,0.6,65.0,9.6,56.0,4.18,175.0,61.2
2019-01-07 01:00:00,2019.0,1.0,7.0,1,Lunes,8.0,11.0,0.4,88.0,8.0,19.0,6.93,4.5,5.1,34.0,8.8,38.0,5.78,220.0,68.14
2019-01-07 15:00:00,2019.0,1.0,7.0,15,Lunes,8.0,13.0,0.3,72.0,25.0,40.0,36.1,6.3,17.6,16.0,10.4,80.0,30.08,180.0,75.12
2019-01-07 16:00:00,2019.0,1.0,7.0,16,Lunes,8.0,16.0,0.2,58.0,8.0,13.0,41.02,2.5,18.5,14.0,12.8,26.0,34.18,145.0,54.5
2019-01-07 22:00:00,2019.0,1.0,7.0,22,Lunes,8.0,15.0,0.3,83.0,12.0,18.0,11.78,5.0,9.5,28.0,12.0,36.0,9.82,207.5,66.33
2019-01-07 23:00:00,2019.0,1.0,7.0,23,Lunes,8.0,12.0,0.2,64.0,11.0,17.0,19.02,3.5,8.3,32.0,9.6,34.0,15.85,160.0,54.86
2019-01-08 00:00:00,2019.0,1.0,8.0,0,Martes,8.0,12.0,0.2,50.0,5.0,11.0,25.81,2.9,7.7,36.0,9.6,22.0,21.51,125.0,44.53
2019-01-08 01:00:00,2019.0,1.0,8.0,1,Martes,8.0,10.0,0.1,40.0,7.0,12.0,31.9,2.3000000000000003,7.2,38.0,8.0,24.0,26.58,100.0,39.64
2019-01-08 02:00:00,2019.0,1.0,8.0,2,Martes,8.0,11.0,0.1,31.0,10.0,14.0,37.82,1.9,6.6,40.0,8.8,28.0,31.52,77.5,36.46
2019-01-08 03:00:00,2019.0,1.0,8.0,3,Martes,8.0,9.0,0.1,25.0,8.0,12.0,42.65,1.6,6.5,41.0,7.2,24.0,35.54,62.5,32.31
2019-01-08 04:00:00,2019.0,1.0,8.0,4,Martes,8.0,9.0,0.1,45.0,5.0,12.0,22.05,2.0,5.0,48.0,7.2,24.0,18.38,112.5,40.52
2019-01-08 05:00:00,2019.0,1.0,8.0,5,Martes,8.0,9.0,0.1,42.0,7.0,13.0,28.01,2.1,5.0,47.0,7.2,26.0,23.34,105.0,40.39
2019-01-08 06:00:00,2019.0,1.0,8.0,6,Martes,8.0,10.0,0.2,62.0,4.0,13.0,6.64,2.7,2.6,58.0,8.0,26.0,5.53,155.0,48.63
2019-01-08 07:00:00,2019.0,1.0,8.0,7,Martes,8.0,12.0,0.4,96.0,8.0,23.0,4.9,6.9,1.8,59.0,9.6,46.0,4.08,240.0,74.92
2019-01-08 16:00:00,2019.0,1.0,8.0,16,Martes,8.0,11.0,0.4,93.0,15.0,34.0,17.43,6.6,16.8,20.0,8.8,68.0,14.52,232.5,80.96
2019-01-09 01:00:00,2019.0,1.0,9.0,1,Miercoles,8.0,12.0,0.3,74.0,12.0,23.0,11.85,6.199999999999999,7.2,51.0,9.6,46.0,9.87,185.0,62.62
2019-01-09 04:00:00,2019.0,1.0,9.0,4,Miercoles,8.0,11.0,0.2,66.0,11.0,21.0,6.51,5.7,5.1,56.0,8.8,42.0,5.42,165.0,55.3
2019-01-09 06:00:00,2019.0,1.0,9.0,6,Miercoles,8.0,11.0,0.1,59.0,12.0,21.0,10.38,3.9,4.8,66.0,8.8,42.0,8.65,147.5,51.74
2019-01-09 07:00:00,2019.0,1.0,9.0,7,Miercoles,8.0,11.0,0.3,85.0,10.0,20.0,5.38,3.7,4.5,72.0,8.8,40.0,4.48,212.5,66.44
2019-01-09 10:00:00,2019.0,1.0,9.0,10,Miercoles,8.0,10.0,0.3,38.26555840855547,11.0,30.0,13.49,0.0,7.8,59.0,8.0,60.0,11.24,95.66,43.72
2019-01-09 11:00:00,2019.0,1.0,9.0,11,Miercoles,8.0,11.0,0.3,38.26555840855547,8.0,21.0,14.19,0.0,9.3,54.0,8.8,42.0,11.82,95.66,39.57
2019-01-09 15:00:00,2019.0,1.0,9.0,15,Miercoles,8.0,12.0,0.2,66.0,10.0,24.0,40.84,5.699999999999999,15.9,27.0,9.6,48.0,34.03,165.0,64.16
2019-01-09 16:00:00,2019.0,1.0,9.0,16,Miercoles,8.0,13.0,0.2,61.0,7.0,24.0,42.99,4.0,14.7,29.0,10.4,48.0,35.83,152.5,61.68
2019-01-09 17:00:00,2019.0,1.0,9.0,17,Miercoles,8.0,16.0,0.2,71.0,4.0,18.0,30.81,6.0,13.6,32.0,12.8,36.0,25.67,177.5,62.99
2019-01-09 18:00:00,2019.0,1.0,9.0,18,Miercoles,8.0,14.0,0.2,85.0,3.0,10.0,21.16,7.0,11.0,39.0,11.2,20.0,17.63,212.5,65.33
2019-01-09 20:00:00,2019.0,1.0,9.0,20,Miercoles,8.0,16.0,0.3,94.0,7.0,13.0,12.63,4.800000000000001,8.8,48.0,12.8,26.0,10.52,235.0,71.08
2019-01-09 23:00:00,2019.0,1.0,9.0,23,Miercoles,8.0,10.0,0.1,44.0,6.0,15.0,42.65,3.2,6.2,55.0,8.0,30.0,35.54,110.0,45.88
2019-01-10 00:00:00,2019.0,1.0,10.0,0,Jueves,8.0,9.0,0.1,43.0,3.0,8.0,39.8,2.4000000000000004,5.8,56.0,7.2,16.0,33.17,107.5,40.97
2019-01-10 01:00:00,2019.0,1.0,10.0,1,Jueves,8.0,9.0,0.1,30.0,3.0,7.0,48.73,2.0,5.0,57.0,7.2,14.0,40.61,75.0,34.2
2019-01-10 02:00:00,2019.0,1.0,10.0,2,Jueves,8.0,9.0,0.1,27.0,1.0,4.0,49.67,1.6,4.5,58.0,7.2,8.0,41.39,67.5,31.02
2019-01-10 03:00:00,2019.0,1.0,10.0,3,Jueves,8.0,8.0,0.1,26.0,4.0,7.0,52.18,1.3000000000000005,4.0,60.0,6.4,14.0,43.48,65.0,32.22
2019-01-10 04:00:00,2019.0,1.0,10.0,4,Jueves,8.0,8.0,0.1,20.0,3.0,9.0,57.47,1.4,4.0,59.0,6.4,18.0,47.89,50.0,30.57
2019-01-10 05:00:00,2019.0,1.0,10.0,5,Jueves,8.0,8.0,0.1,41.0,2.0,9.0,27.39,3.3,2.4,68.0,6.4,18.0,22.82,102.5,37.43
2019-01-10 06:00:00,2019.0,1.0,10.0,6,Jueves,8.0,9.0,0.1,73.0,4.0,10.0,10.32,2.6,1.6,73.0,7.2,20.0,8.6,182.5,54.58
2019-01-10 08:00:00,2019.0,1.0,10.0,8,Jueves,8.0,12.0,0.3,91.0,10.0,21.0,14.8,4.2,3.1,65.0,9.6,42.0,12.33,227.5,72.86
2019-01-10 09:00:00,2019.0,1.0,10.0,9,Jueves,8.0,13.0,0.3,89.0,7.0,17.0,18.46,4.5,3.5,63.0,10.4,34.0,15.38,222.5,70.57
2019-01-10 10:00:00,2019.0,1.0,10.0,10,Jueves,8.0,12.0,0.2,75.0,7.0,19.0,28.65,4.1,4.7,57.0,9.6,38.0,23.88,187.5,64.74
2019-01-10 11:00:00,2019.0,1.0,10.0,11,Jueves,8.0,13.0,0.2,62.0,7.0,15.0,40.33,3.9,6.1,52.0,10.4,30.0,33.61,155.0,57.25
2019-01-10 12:00:00,2019.0,1.0,10.0,12,Jueves,8.0,11.0,0.2,54.0,6.0,7.0,46.76,3.6,7.3,47.0,8.8,14.0,38.97,135.0,49.19
2019-01-10 13:00:00,2019.0,1.0,10.0,13,Jueves,8.0,11.0,0.2,51.0,3.0,9.0,51.39,4.6,8.7,41.0,8.8,18.0,42.82,127.5,49.28
2019-01-10 14:00:00,2019.0,1.0,10.0,14,Jueves,8.0,11.0,0.2,50.0,6.0,12.0,53.47,4.4,10.4,36.0,8.8,24.0,44.56,125.0,50.59
2019-01-10 15:00:00,2019.0,1.0,10.0,15,Jueves,8.0,9.0,0.1,46.0,7.0,12.0,59.11,2.8000000000000003,11.0,32.0,7.2,24.0,49.26,115.0,48.86
2019-01-10 16:00:00,2019.0,1.0,10.0,16,Jueves,8.0,13.0,0.2,59.0,5.0,12.0,50.34,4.699999999999999,10.7,28.0,10.4,24.0,41.95,147.5,55.96
2019-01-10 17:00:00,2019.0,1.0,10.0,17,Jueves,8.0,15.0,0.2,76.0,5.0,14.0,34.69,7.300000000000001,9.0,34.0,12.0,28.0,28.91,190.0,64.73
2019-01-10 18:00:00,2019.0,1.0,10.0,18,Jueves,8.0,14.0,0.2,82.0,5.0,13.0,26.63,5.0,7.0,40.0,11.2,26.0,22.19,205.0,66.1
2019-01-10 19:00:00,2019.0,1.0,10.0,19,Jueves,8.0,13.0,0.2,81.0,7.0,15.0,25.26,4.4,5.5,45.0,10.4,30.0,21.05,202.5,65.99
2019-01-10 20:00:00,2019.0,1.0,10.0,20,Jueves,8.0,14.0,0.3,84.0,7.0,13.0,20.8,4.4,4.9,48.0,11.2,26.0,17.33,210.0,66.13
2019-01-10 21:00:00,2019.0,1.0,10.0,21,Jueves,8.0,12.0,0.2,65.0,6.0,14.0,29.86,3.6,3.8,52.0,9.6,28.0,24.88,162.5,56.24
2019-01-10 22:00:00,2019.0,1.0,10.0,22,Jueves,8.0,11.0,0.2,56.0,5.0,10.0,34.41,3.0,3.2,52.0,8.8,20.0,28.67,140.0,49.37
2019-01-10 23:00:00,2019.0,1.0,10.0,23,Jueves,8.0,10.0,0.2,51.0,8.0,11.0,40.47,2.5,2.8,48.0,8.0,22.0,33.72,127.5,47.8
2019-01-11 00:00:00,2019.0,1.0,11.0,0,Viernes,8.0,9.0,0.1,32.0,3.0,7.0,53.74,2.0,2.1,48.0,7.2,14.0,44.78,80.0,36.5
2019-01-11 01:00:00,2019.0,1.0,11.0,1,Viernes,8.0,10.0,0.1,36.0,3.0,8.0,47.74,1.7000000000000002,1.4,51.0,8.0,16.0,39.78,90.0,38.44
2019-01-11 02:00:00,2019.0,1.0,11.0,2,Viernes,8.0,10.0,0.1,18.0,5.0,7.0,63.06,1.4,1.5,46.0,8.0,14.0,52.55,45.0,29.89
2019-01-11 03:00:00,2019.0,1.0,11.0,3,Viernes,8.0,9.0,0.1,31.0,3.0,8.0,48.85,1.5,1.3,46.0,7.2,16.0,40.71,77.5,35.35
2019-01-11 04:00:00,2019.0,1.0,11.0,4,Viernes,8.0,9.0,0.1,27.0,4.0,15.0,55.12,1.8000000000000005,1.1,44.0,7.2,30.0,45.93,67.5,37.66
2019-01-11 05:00:00,2019.0,1.0,11.0,5,Viernes,8.0,8.0,0.1,43.0,3.0,9.0,35.76,1.5,-0.2,51.0,6.4,18.0,29.8,107.5,40.42
2019-01-11 06:00:00,2019.0,1.0,11.0,6,Viernes,8.0,8.0,0.1,79.0,4.0,13.0,7.34,3.0,-1.0,60.0,6.4,26.0,6.12,197.5,59.0
2019-01-11 10:00:00,2019.0,1.0,11.0,10,Viernes,8.0,13.0,0.3,97.0,9.0,25.0,21.71,5.4,2.8,44.0,10.4,50.0,18.09,242.5,80.25
2019-01-11 11:00:00,2019.0,1.0,11.0,11,Viernes,8.0,11.0,0.2,92.0,9.0,20.0,26.48,5.2,4.4,41.0,8.8,40.0,22.07,230.0,75.22
2019-01-11 12:00:00,2019.0,1.0,11.0,12,Viernes,8.0,11.0,0.3,89.0,11.0,26.0,28.91,6.0,5.5,38.0,8.8,52.0,24.09,222.5,76.85
2019-01-11 13:00:00,2019.0,1.0,11.0,13,Viernes,8.0,9.0,0.2,86.0,12.0,27.0,29.58,4.4,6.5,36.0,7.2,54.0,24.65,215.0,75.21
2019-01-11 23:00:00,2019.0,1.0,11.0,23,Viernes,8.0,11.0,0.4,88.0,16.0,30.0,10.48,6.9,4.9,53.0,8.8,60.0,8.73,220.0,74.38
2019-01-12 03:00:00,2019.0,1.0,12.0,3,Sabado,8.0,10.0,0.3,92.0,15.0,29.0,4.79,5.5,2.0,65.0,8.0,58.0,3.99,230.0,75.0
2019-01-12 05:00:00,2019.0,1.0,12.0,5,Sabado,8.0,10.0,0.4,85.0,17.0,32.0,5.48,7.3,0.9,69.0,8.0,64.0,4.57,212.5,72.27
2019-01-12 07:00:00,2019.0,1.0,12.0,7,Sabado,8.0,9.0,0.3,85.0,12.0,22.0,5.86,5.300000000000001,0.5,74.0,7.2,44.0,4.88,212.5,67.14
2019-01-12 09:00:00,2019.0,1.0,12.0,9,Sabado,8.0,13.0,0.3,79.0,12.0,25.0,13.08,4.5,2.6,66.0,10.4,50.0,10.9,197.5,67.2
2019-01-12 10:00:00,2019.0,1.0,12.0,10,Sabado,8.0,14.0,0.2,65.0,7.0,17.0,27.61,3.2,4.6,58.0,11.2,34.0,23.01,162.5,57.68
2019-01-12 11:00:00,2019.0,1.0,12.0,11,Sabado,8.0,11.0,0.1,47.0,9.0,15.0,41.7,2.6,5.9,56.0,8.8,30.0,34.75,117.5,47.76
2019-01-12 12:00:00,2019.0,1.0,12.0,12,Sabado,8.0,11.0,0.1,43.0,6.0,11.0,45.72,2.0,7.5,52.0,8.8,22.0,38.1,107.5,44.1
2019-01-12 13:00:00,2019.0,1.0,12.0,13,Sabado,8.0,11.0,0.1,41.0,4.0,9.0,50.66,2.1,9.9,44.0,8.8,18.0,42.22,102.5,42.88
2019-01-12 14:00:00,2019.0,1.0,12.0,14,Sabado,8.0,9.0,0.1,43.0,7.0,13.0,53.09,2.0,11.2,40.0,7.2,26.0,44.24,107.5,46.24
2019-01-12 15:00:00,2019.0,1.0,12.0,15,Sabado,8.0,12.0,0.1,40.0,6.0,10.0,56.01,1.6,11.9,38.0,9.6,20.0,46.68,100.0,44.07
2019-01-12 16:00:00,2019.0,1.0,12.0,16,Sabado,8.0,11.0,0.1,38.0,6.0,9.0,56.92,1.4,12.0,38.0,8.8,18.0,47.43,95.0,42.31
2019-01-12 17:00:00,2019.0,1.0,12.0,17,Sabado,8.0,10.0,0.1,73.0,12.0,17.0,29.46,2.2,10.6,41.0,8.0,34.0,24.55,182.5,62.26
2019-01-12 20:00:00,2019.0,1.0,12.0,20,Sabado,8.0,13.0,0.3,91.0,13.0,23.0,8.36,4.5,7.1,54.0,10.4,46.0,6.97,227.5,72.72
2019-01-13 04:00:00,2019.0,1.0,13.0,4,Domingo,8.0,9.0,0.3,75.0,14.0,24.0,5.36,4.2,1.5,77.0,7.2,48.0,4.47,187.5,61.79
2019-01-13 05:00:00,2019.0,1.0,13.0,5,Domingo,8.0,9.0,0.3,65.0,16.0,28.0,8.89,4.6000000000000005,1.0,79.0,7.2,56.0,7.41,162.5,58.28
2019-01-13 06:00:00,2019.0,1.0,13.0,6,Domingo,8.0,8.0,0.1,47.0,7.0,14.0,18.22,2.2,1.8,75.0,6.4,28.0,15.18,117.5,41.77
2019-01-13 07:00:00,2019.0,1.0,13.0,7,Domingo,8.0,8.0,0.1,46.0,7.0,11.0,16.78,2.3,1.0,78.0,6.4,22.0,13.98,115.0,39.34
2019-01-13 08:00:00,2019.0,1.0,13.0,8,Domingo,8.0,9.0,0.1,51.0,7.0,11.0,16.78,1.7000000000000002,0.9,78.0,7.2,22.0,13.98,127.5,42.67
2019-01-13 09:00:00,2019.0,1.0,13.0,9,Domingo,8.0,11.0,0.1,49.0,6.0,11.0,21.65,1.6,1.9,73.0,8.8,22.0,18.04,122.5,42.84
2019-01-13 10:00:00,2019.0,1.0,13.0,10,Domingo,8.0,12.0,0.1,50.0,12.0,21.0,24.9,1.7000000000000002,3.7,66.0,9.6,42.0,20.75,125.0,49.34
2019-01-13 11:00:00,2019.0,1.0,13.0,11,Domingo,8.0,17.0,0.3,70.0,16.0,24.0,20.05,2.9000000000000004,6.4,56.0,13.6,48.0,16.71,175.0,63.33
2019-01-13 12:00:00,2019.0,1.0,13.0,12,Domingo,8.0,14.0,0.3,76.0,23.0,36.0,21.51,4.5,7.9,52.0,11.2,72.0,17.92,190.0,72.78
2019-01-13 13:00:00,2019.0,1.0,13.0,13,Domingo,8.0,13.0,0.3,74.0,22.0,39.0,24.82,3.7,9.5,48.0,10.4,78.0,20.68,185.0,73.52
2019-01-13 14:00:00,2019.0,1.0,13.0,14,Domingo,8.0,15.0,0.4,87.0,26.0,43.0,23.24,4.300000000000001,12.2,40.0,12.0,86.0,19.37,217.5,83.72
2019-01-13 15:00:00,2019.0,1.0,13.0,15,Domingo,8.0,12.0,0.3,75.0,25.0,38.0,31.4,4.5,13.3,36.0,9.6,76.0,26.17,187.5,74.82
2019-01-13 16:00:00,2019.0,1.0,13.0,16,Domingo,8.0,11.0,0.3,78.0,24.0,33.0,24.88,3.8,14.0,36.0,8.8,66.0,20.73,195.0,72.63
2019-01-13 17:00:00,2019.0,1.0,13.0,17,Domingo,8.0,10.0,0.3,90.0,17.0,32.0,14.74,3.7,12.9,39.0,8.0,64.0,12.28,225.0,77.32
2019-01-13 18:00:00,2019.0,1.0,13.0,18,Domingo,8.0,10.0,0.3,93.0,18.0,37.0,9.06,5.0,10.1,48.0,8.0,74.0,7.55,232.5,80.51
2019-01-13 19:00:00,2019.0,1.0,13.0,19,Domingo,8.0,11.0,0.3,93.0,20.0,36.0,7.09,5.1,8.8,55.0,8.8,72.0,5.91,232.5,79.8
2019-01-13 20:00:00,2019.0,1.0,13.0,20,Domingo,8.0,11.0,0.4,94.0,17.0,33.0,6.72,5.199999999999999,7.8,60.0,8.8,66.0,5.6,235.0,78.85
